,Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,day,month,year,Tmax,Tmin,Tavg,Depart,DewPoint,PrecipTotal,Sunrise,Sunset,month_weather,day_weather,pca1,pca2,pca3,pca4
0,2007-05-29,2,1,41.95469,-87.800991,9,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
1,2007-05-29,3,1,41.95469,-87.800991,9,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
2,2007-05-29,3,6,41.994991,-87.769279,9,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
3,2007-05-29,2,13,41.974089,-87.824812,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
4,2007-05-29,3,13,41.974089,-87.824812,8,4,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
5,2007-05-29,3,32,41.9216,-87.666455,8,2,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
6,2007-05-29,3,33,41.891118,-87.654491,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
7,2007-05-29,2,35,41.867108,-87.654224,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
8,2007-05-29,3,35,41.867108,-87.654224,8,2,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
9,2007-05-29,3,36,41.896282,-87.655232,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
10,2007-05-29,2,37,41.919343,-87.694259,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
11,2007-05-29,2,39,41.921965,-87.632085,8,2,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
12,2007-05-29,3,39,41.921965,-87.632085,8,3,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
13,2007-05-29,2,65,41.688324,-87.676709,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
14,2007-05-29,3,65,41.688324,-87.676709,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
15,2007-05-29,3,69,41.862292,-87.64886,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
16,2007-05-29,3,71,41.720848,-87.666014,9,3,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
17,2007-05-29,3,74,41.731922,-87.677512,8,5,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
18,2007-05-29,1,74,41.731922,-87.677512,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
19,2007-05-29,2,84,41.891126,-87.61156,5,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
20,2007-05-29,3,84,41.891126,-87.61156,5,2,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
21,2007-05-29,2,89,41.999129,-87.795585,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
22,2007-05-29,2,94,42.01743,-87.687769,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
23,2007-05-29,3,99,41.907645,-87.760886,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
24,2007-05-29,3,105,41.732984,-87.649642,8,1,0,179,5,2007,88.0,62.5,75.5,10.0,58.5,0.0,421.0,1917.0,5.0,179.0,-0.663872076146,3.03357327292,-1.43414400029,1.09212333425
25,2007-06-05,2,1,41.95469,-87.800991,9,3,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
26,2007-06-05,3,1,41.95469,-87.800991,9,5,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
27,2007-06-05,1,1,41.95469,-87.800991,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
28,2007-06-05,2,13,41.974089,-87.824812,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
29,2007-06-05,3,13,41.974089,-87.824812,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
30,2007-06-05,2,32,41.9216,-87.666455,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
31,2007-06-05,3,32,41.9216,-87.666455,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
32,2007-06-05,1,32,41.9216,-87.666455,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
33,2007-06-05,3,33,41.891118,-87.654491,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
34,2007-06-05,2,35,41.867108,-87.654224,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
35,2007-06-05,3,35,41.867108,-87.654224,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
36,2007-06-05,1,35,41.867108,-87.654224,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
37,2007-06-05,3,36,41.896282,-87.655232,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
38,2007-06-05,2,37,41.919343,-87.694259,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
39,2007-06-05,3,37,41.919343,-87.694259,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
40,2007-06-05,3,39,41.921965,-87.632085,8,3,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
41,2007-06-05,3,65,41.688324,-87.676709,8,4,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
42,2007-06-05,2,71,41.720848,-87.666014,9,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
43,2007-06-05,2,74,41.731922,-87.677512,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
44,2007-06-05,3,74,41.731922,-87.677512,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
45,2007-06-05,1,74,41.731922,-87.677512,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
46,2007-06-05,2,89,41.999129,-87.795585,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
47,2007-06-05,3,89,41.999129,-87.795585,8,9,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
48,2007-06-05,3,99,41.907645,-87.760886,8,3,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
49,2007-06-05,3,105,41.732984,-87.649642,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
50,2007-06-05,3,8,41.981964,-87.812827,8,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
51,2007-06-05,3,9,41.944869,-87.832763,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
52,2007-06-05,3,14,42.011601,-87.811506,8,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
53,2007-06-05,3,17,41.94983,-87.698457,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
54,2007-06-05,3,18,41.979243,-87.750938,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
55,2007-06-05,3,20,41.986921,-87.689778,9,2,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
56,2007-06-05,2,22,41.801498,-87.763416,9,1,0,185,6,2007,63.5,49.0,56.5,-9.0,47.5,0.345,417.0,1923.0,6.0,185.0,4.49752157517,2.21900553698,0.0368094040867,0.717634294109
